输入,预期输出,实际输出,结果
"1133554839,极其恶心！你们自己看多少天了！还预计3月2日送达！
1137474180是假货
1137823974   这个订单号  是我买给我妈妈的   邓全会  15183423748
1142263986帮我查看，这个单，你们想怎么样，怎么能那么垃圾的服务呢
1148206446  什么垃圾程序
1150186616?这个订单3个月，你们服软赔偿我京豆，我也不难为你们，把订单取消了。结果现在下个订单又他妈锁定
11:55:03 真不知道京东为什么和这样的商家合作。衣服质量真差。吊牌都没有。发票没开。感觉就是二手货。跟地摊货没法比，至少人家有吊牌。包装就是一个装垃圾塑料袋。物流更差。下啦单过十几个钟才出库。这还没完呢。订单跟踪显示是发中国邮政国内小包。运单号是9999999999990。我晕！查运单号显示错误。。我郁闷哦。商家客服服务态度真差。网购过这么多商品这么多商家，最差的一家就是这家！颜　　色：                                        黑绿                                    尺　　码：l                                    购买日期：2013-12-21
1158569957订单，在网上昨天就有申通的编号，而实际却没发货，忽悠人，这样的商家不靠谱，还说发货量大，检验严，晕倒，请帮我退了吧
1159341037 我的订单，我投诉商家的屡次欺骗行为
1-15妈的拿客户钱吃利息呢
1160725158，在315上曝光了的鱼肝油，这个厂家是不是已经倒闭关门了？倒闭关门了客户怎么办？谁来为客户买单？吃了孩子身体有问题怎么办？
1161385887 单号，气死我了，我再也不要买这家的东西了
1162430169 天然大理石座地烟灰桶酒店大堂垃圾桶落地烟灰缸带烟灰缸果皮桶9407 黑金花大理石 
1168750023，艹尼玛，这个订单谁给我取消的？草你妈
1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈
1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈
1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈
1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈
1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈
1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单
1168750023，艹尼玛，这个订单谁给我取消的？草你妈1168750023，艹尼玛，这个订单谁给我取消的？草你妈1168750023，艹尼玛，这个订单谁给我取消的？草你妈1168750023，艹尼玛，这个订单谁给我取消的？草你妈1168750023，艹尼玛，这个订单谁给我取消的？草你妈1168750023，艹尼玛，这个订单谁给我取消的？草你妈1168750023，艹尼玛，这个订单谁给我取消的？草你妈1168750023，艹尼玛，这个订单谁给我取消的？草你妈1168750023，艹尼玛，这个订单谁给我取消的？草你妈1168750023，艹尼玛，这个订单谁给我取消的？草你妈1168750023，艹尼玛，这个订单谁给我取消的？草你妈1168750023，艹尼玛，这个订单谁给我取消的？草你妈
1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈  1168750023，艹尼玛，这个订单谁给我取消的？草你妈vv
1169359099这个订单给我操作完成吧，一直挂着1个月了
1169724752? ???我的这个订单 买来的小熊是假货啊
1170050294?这个订单。老子跟你们玩到低
1170796464 ?这个订单我怀疑是假货
1173183708为啥不发货了！！！气死了要求赔偿京券
1176778125这单十一号才收货，现在又降价了，这不是在欺骗我们消费者吗",1,1.0,正确
1178187971? 这个订单使用邮局10天了 货到了邮局就是不通知 我去取货可是他妈的3点钟就下班了?? 后来我就退货了,1,1.0,正确
1180149971  他mm的这不是扯淡吗,1,1.0,正确
1181592500-38431009:34:21抱歉顶屁用,1,1.0,正确
1181962849太垃圾了,1,1.0,正确
118366869 打算尼玛什么时候给我解决完成老子没时间一直等你们这些傻x,1,1.0,正确
118366869  打算尼玛什么时候给我解决完成老子没时间一直等你们这些傻x,1,1.0,正确
1185164875  这个订单，是从卖假货的 竞合永道 发出的,1,1.0,正确
118613889，13年4月份买的，今年二月初壶盖断了，寄回去维修却被拒收，质保一年，你们京东欺骗消费者吗？,1,1.0,正确
118613889，13年4月份买的，今年二月初壶盖断了，寄回去维修却被拒收，质保一年，你们京东欺骗消费者吗？ 2.23早上9：51接到客服电话，说是人为导致壶盖断裂。我有病呀，故意把它弄坏，你们京东说话越来越不负责任了。今天早上收到水壶了，可是更坏了，我寄过来的时候包的好好的，你们寄回来却只用了一个口袋给包着，导致我的壶底全部破损，已经无法使用，原本只是壶盖断裂，还能烧水，现在是面目全非，你们必须得赔偿我这个损失。1、你们售后处理问题的效率太低了，我寄过来的水壶你们拒收了却不给我打电话，还是快递隔了好多天给我打的，说对方拒收。2、是你们审核通过了我才快递的，那证明你们有处理这个问题的能力才会审核通过，就算你们京东不能维修，也可以联系美的售后，让他们帮忙处理这个维修。结果还是我打美的的电话，他们告诉我说嘉定的维,1,1.0,正确
118613889，13年4月份买的，今年二月初壶盖断了，寄回去维修却被拒收，质保一年，你们京东欺骗消费者吗？ 提交时间：2014-02-20 13:48:002.23早上9：51接到客服电话，说是人为导致壶盖断裂。我有病呀，故意把它弄坏，你们京东说话越来越不负责任了。今天早上收到水壶了，可是更坏了，我寄过来的时候包的好好的，你们寄回来却只用了一个口袋给包着，导致我的壶底全部破损，已经无法使用，原本只是壶盖断裂，还能烧水，现在是面目全非，你们必须得赔偿我这个损失。1、你们售后处理问题的效率太低了，我寄过来的水壶你们拒收了却不给我打电话，还是快递隔了好多天给我打的，说对方拒收。2、是你们审核通过了我才快递的，那证明你们有处理这个问题的能力才会审核通过，就算你们京东不能维修，也可以联系美的售后，让他们帮忙处理这个维,1,1.0,正确
1188394695 商品1028040  ，什么时候把老子的，京券给我,1,1.0,正确
1188394695 商品1028040 ，什么时候把老子的，京券给我,1,1.0,正确
1189327365?两次发错货，反应后商家也不理，真垃圾，怎么现在京东的商家这样，！！！！,1,1.0,正确
1189546457? 1160988225? 919213720我上个星期投诉这3个商品的发票问题，到现在还是没有得到任何回复@！你们高级客服吃屎的吗？,1,1.0,正确
"1190555553 , 1190491886 这两个订单,售后上门收了我390.说挂件原装的,见鬼了才是原装的,回访电话打了就没有候温都是忽悠人的了",1,1.0,正确
119133826 尼玛这货还现在修的怎么样了,1,1.0,正确
1193267214  这个定单的发票到底他妈的是个什么情况,1,1.0,正确
1193287438 订单第三方不发货，客服忽悠人说号被盗又打电话说没货要私了，找了京东的客服处理了很多天，3785还是没给我解决问题，又要转到高级客服。。你们处理个事这么没时效吗？只会拖时间吗，难到也要学习凡客了？,1,1.0,正确
"1194702648.干 ！你们售后没效率，我今天一定要退款。检测一周，检你妹的。 送到售后就用了一周了。
1194702648.干 ！你们售后没效率，我今天一定要退款。检测一周，检你妹的。 送到售后就用了一周了。??。!!!!!!!!!!!!
1194702648.干 ！你们售后没效率，我今天一定要退款。检测一周，检你妹的。 送到售后就用了一周了。 。!!!!!!!!!!!!1194702648.干 ！你们售后没效率，我今天一定要退款。检测一周，检你妹的。 送到售后就用了一周了。",1,1.0,正确
1194702648.干 ！你们售后没效率，我今天一定要退款。检测一周，检你妹的。 送到售后就用了一周了。??。!!!!!!!!!!!!我今天就是无聊，不达目的，不罢休,1,1.0,正确
1194702648.干 ！你们售后没效率，我今天一定要退款。检测一周，检你妹的。 送到售后就用了一周了。??。!!!!!!!!!!!!我今天就是无聊，不达目的，不罢休。找专员。,1,1.0,正确
119515164单号，气死我,1,1.0,正确
119609727?自己给老子去查！,1,1.0,正确
1196372115  为什么挂我电话？为什么拦截价保？为什么谎话欺骗忽悠？为什么经理不解释破专员忽悠不解释？？？？,1,1.0,正确
1196400891-404869\10:28:59 京东客服\10:20:04 你好 撒谎你放屁,1,1.0,正确
1197812855 你们准备拖到什么时候，我说24小时你们还真以为我忽悠你们？,1,1.0,正确
1198562158  京东大骗子  说话不算话！欺诈消费者  答应好的补偿不承认！超级大恶心！！！！！差评到处理为止！！！！,1,1.0,正确
1198738243?查查查 操你妈的,1,1.0,正确
1198987232  这个订单  我准备付款的   今天 比 昨天 涨了300块  过了这个时间 我找谁去啊  太坑了,1,1.0,正确
1199732295 这个单子也太忽悠人了吧！,1,1.0,正确
119984174 怎么就审核不通过？就因为我没接到电话？你们不会换个时间再打一个？！非得要浪费我的时间？这算什么狗屁服务！,1,1.0,正确
1199864972 这个订单的洗发露 我刚买两天就掉价到29元！ 这也太坑了吧,1,1.0,正确
1199买多少避孕套给尼玛，,1,1.0,正确
1199元给你们总裁刘强东买避孕套吧，草奶茶妹，,1,1.0,正确
11你妈的比啊,1,1.0,正确
11号下的单 你们在做什么 ?我操,1,1.0,正确
11号下的单，到今天还会送不到，影响参加活动。这也太坑了吧。想想怎么样补偿损失吧。,1,1.0,正确
11号下的单呀，你们超时也超了，还影响我晒单返618京券。那我还参加你们的活动有毛用呀。,1,1.0,正确
11号到现在就一次一次的欺骗客户,1,1.0,正确
11号到货 发给我一周 加上我等的2天 20天了 美女 换谁谁不恶心 我付款的时候都显示的有货,1,1.0,正确
11号已经让我很生气了，现在给我来了个13号，你们想气死人是不是,1,1.0,正确
